Date,Low,Open,Volume,High,Close,Adjusted Close
17-03-1980,0.28385400772094727,0.0,1401600,0.29947900772094727,0.28385400772094727,0.15194743871688843
18-03-1980,0.2721349895000458,0.0,1459200,0.27604201436042786,0.2734380066394806,0.14637191593647003
19-03-1980,0.27604201436042786,0.0,1296000,0.28125,0.28125,0.15055355429649353
20-03-1980,0.27604201436042786,0.0,422400,0.27864599227905273,0.27604201436042786,0.14776572585105896
21-03-1980,0.2721349895000458,0.0,220800,0.27604201436042786,0.27604201436042786,0.14776572585105896
24-03-1980,0.265625,0.0,518400,0.2721349895000458,0.2695310115814209,0.1442803293466568
25-03-1980,0.26302099227905273,0.0,422400,0.2721349895000458,0.265625,0.14218948781490326
26-03-1980,0.26041701436042786,0.0,518400,0.26302099227905273,0.26041701436042786,0.13940168917179108
27-03-1980,0.2421880066394806,0.0,892800,0.2565099895000458,0.24479199945926666,0.13103753328323364
28-03-1980,0.24869799613952637,0.0,1152000,0.25520798563957214,0.25520798563957214,0.13661329448223114
31-03-1980,0.2747400104999542,0.0,1420800,0.28125,0.28125,0.15055355429649353
01-04-1980,0.27864599227905273,0.0,864000,0.2851560115814209,0.28385400772094727,0.15194743871688843
02-04-1980,0.28255200386047363,0.0,345600,0.2851560115814209,0.28255200386047363,0.1512504667043686
03-04-1980,0.28125,0.0,374400,0.2903650104999542,0.2903650104999542,0.15543289482593536
07-04-1980,0.2851560115814209,0.0,355200,0.2903650104999542,0.2851560115814209,0.15264444053173065
08-04-1980,0.2851560115814209,0.0,28800,0.28645798563957214,0.2851560115814209,0.15264444053173065
09-04-1980,0.28255200386047363,0.0,115200,0.2851560115814209,0.2851560115814209,0.15264444053173065
10-04-1980,0.28385400772094727,0.0,364800,0.2890630066394806,0.2877599895000458,0.15403838455677032
11-04-1980,0.2851560115814209,0.0,124800,0.28645798563957214,0.28645798563957214,0.15334142744541168
14-04-1980,0.27994799613952637,0.0,662400,0.28645798563957214,0.28255200386047363,0.1512504667043686
15-04-1980,0.28125,0.0,249600,0.28125,0.28125,0.15055355429649353
16-04-1980,0.27083298563957214,0.0,412800,0.27864599227905273,0.27083298563957214,0.14497728645801544
17-04-1980,0.26302099227905273,0.0,393600,0.2695310115814209,0.26302099227905273,0.14079560339450836
18-04-1980,0.265625,0.0,326400,0.2695310115814209,0.2695310115814209,0.1442803293466568
21-04-1980,0.2721349895000458,0.0,374400,0.2747400104999542,0.2747400104999542,0.14706885814666748
22-04-1980,0.27604201436042786,0.0,326400,0.28385400772094727,0.28385400772094727,0.15194743871688843
23-04-1980,0.2877599895000458,0.0,470400,0.29427099227905273,0.29427099227905273,0.15752370655536652
24-04-1980,0.29427099227905273,0.0,480000,0.30208298563957214,0.30208298563957214,0.16170555353164673
25-04-1980,0.2929689884185791,0.0,316800,0.296875,0.29427099227905273,0.15752370655536652
28-04-1980,0.296875,0.0,288000,0.30208298563957214,0.296875,0.1589175909757614
29-04-1980,0.29557299613952637,0.0,643200,0.29947900772094727,0.296875,0.1589175909757614
30-04-1980,0.296875,0.0,672000,0.3059900104999542,0.3059900104999542,0.16379696130752563
