,Symbol,Date,Low,Open,Volume,High,Close,Adjusted Close
9388,UNH,2022-01-14,465.0799865722656,469.8900146484375,3665400,473.1700134277344,468.6900024414063,468.6900024414063
9389,UNH,2022-01-18,458.3500061035156,465.1700134277344,3938800,465.7099914550781,460.989990234375,460.989990234375
9390,UNH,2022-01-19,461.510009765625,468.0,4030900,475.489990234375,462.5199890136719,462.5199890136719
9391,UNH,2022-01-20,462.0,464.3800048828125,3228600,471.6300048828125,463.0,463.0
9392,UNH,2022-01-21,461.0700073242188,463.5,4273200,470.7900085449219,461.1700134277344,461.1700134277344
9393,UNH,2022-01-24,448.1300048828125,458.0700073242188,4780700,464.1400146484375,462.2699890136719,462.2699890136719
9394,UNH,2022-01-25,447.2699890136719,454.0700073242188,3428900,459.489990234375,456.8399963378906,456.8399963378906
9395,UNH,2022-01-26,453.4500122070313,458.4500122070313,4435900,463.8800048828125,458.4299926757813,458.4299926757813
9396,UNH,2022-01-27,457.010009765625,458.0799865722656,3508100,468.6799926757813,461.6000061035156,461.6000061035156
9397,UNH,2022-01-28,455.0799865722656,461.3999938964844,3364400,466.2799987792969,466.05999755859375,466.05999755859375
9398,UNH,2022-01-31,464.3999938964844,465.0,3500500,473.1799926757813,472.5700073242188,472.5700073242188
9399,UNH,2022-02-01,462.75,475.0,3148600,475.0,468.4100036621094,468.4100036621094
9400,UNH,2022-02-02,469.05999755859375,469.05999755859375,3026800,481.9800109863281,479.7799987792969,479.7799987792969
9401,UNH,2022-02-03,483.5700073242188,498.6499938964844,4370900,500.1799926757813,488.7699890136719,488.7699890136719
9402,UNH,2022-02-04,480.1900024414063,481.75,3066400,489.6300048828125,483.1700134277344,483.1700134277344
9403,UNH,2022-02-07,481.2999877929688,484.9100036621094,2937200,487.260009765625,483.7000122070313,483.7000122070313
9404,UNH,2022-02-08,481.3500061035156,481.3500061035156,3534700,495.6700134277344,493.4100036621094,493.4100036621094
9405,UNH,2022-02-09,496.2900085449219,497.0,2818100,500.9299926757813,498.1000061035156,498.1000061035156
9406,UNH,2022-02-10,485.0700073242188,492.239990234375,2626100,494.2200012207031,486.7200012207031,486.7200012207031
9407,UNH,2022-02-11,476.4400024414063,484.6799926757813,2493800,490.4299926757813,478.1300048828125,478.1300048828125
9408,UNH,2022-02-14,469.3299865722656,475.1099853515625,2549500,477.739990234375,474.3999938964844,474.3999938964844
9409,UNH,2022-02-15,475.2000122070313,475.9400024414063,3001000,481.1700134277344,478.2300109863281,478.2300109863281
9410,UNH,2022-02-16,471.3999938964844,475.5,2651800,481.7300109863281,480.0499877929688,480.0499877929688
9411,UNH,2022-02-17,468.8900146484375,478.1700134277344,2403100,479.2900085449219,470.3399963378906,470.3399963378906
9412,UNH,2022-02-18,466.8299865722656,470.25,2992300,474.9200134277344,467.80999755859375,467.80999755859375
9413,UNH,2022-02-22,457.8200073242188,463.8299865722656,3029800,467.1900024414063,462.510009765625,462.510009765625
