,Symbol,Date,Low,Open,Volume,High,Close,Adjusted Close
13127,DTE,2022-01-14,118.1999969482422,119.66999816894533,690300,119.73999786376952,119.37999725341795,117.67305755615234
13128,DTE,2022-01-18,117.13999938964844,118.63999938964844,868200,119.13999938964844,118.37999725341795,116.6873550415039
13129,DTE,2022-01-19,117.88999938964844,118.55999755859376,543600,119.58999633789062,118.66999816894533,116.97321319580078
13130,DTE,2022-01-20,118.08999633789062,118.9800033569336,714300,120.2300033569336,118.36000061035156,116.66764068603516
13131,DTE,2022-01-21,118.30999755859376,118.9499969482422,746500,120.08999633789062,118.45999908447266,116.7662124633789
13132,DTE,2022-01-24,113.81999969482422,118.0,1227000,118.86000061035156,116.87999725341795,115.20879364013672
13133,DTE,2022-01-25,115.45999908447266,115.45999908447266,1450100,118.45999908447266,117.62999725341795,115.94808197021484
13134,DTE,2022-01-26,117.02999877929688,117.5199966430664,1400700,119.27999877929688,118.18000030517578,116.4902114868164
13135,DTE,2022-01-27,118.79000091552734,119.01000213623048,1373400,120.93000030517578,119.80999755859376,118.0969009399414
13136,DTE,2022-01-28,118.61000061035156,119.41000366210938,879500,120.26000213623048,120.23999786376952,118.52075958251952
13137,DTE,2022-01-31,119.22000122070312,119.37999725341795,1117400,120.54000091552734,120.43000030517578,118.70804595947266
13138,DTE,2022-02-01,117.19000244140624,119.61000061035156,986400,120.23999786376952,118.4800033569336,116.7859344482422
13139,DTE,2022-02-02,117.80999755859376,118.11000061035156,1004900,120.73999786376952,120.2300033569336,118.51091003417967
13140,DTE,2022-02-03,119.56999969482422,120.31999969482422,871800,121.38999938964844,120.05999755859376,118.34333038330078
13141,DTE,2022-02-04,118.91999816894533,119.41999816894533,949000,120.51000213623048,120.0,118.28418731689452
13142,DTE,2022-02-07,118.4499969482422,119.98999786376952,976700,119.98999786376952,119.5999984741211,117.8899154663086
13143,DTE,2022-02-08,119.4499969482422,120.41000366210938,617300,120.70999908447266,119.93000030517578,118.21519470214844
13144,DTE,2022-02-09,120.08999633789062,120.62000274658205,871400,121.19000244140624,120.5199966430664,118.79676055908205
13145,DTE,2022-02-10,115.56999969482422,118.95999908447266,1847800,119.95999908447266,115.87999725341795,114.2230987548828
13146,DTE,2022-02-11,115.98999786376952,116.4499969482422,821300,118.0,116.16000366210938,114.49909973144533
13147,DTE,2022-02-14,115.62000274658205,116.77999877929688,1640100,117.72000122070312,116.0500030517578,114.3906707763672
13148,DTE,2022-02-15,115.83999633789062,118.4000015258789,1597000,118.9800033569336,116.30999755859376,114.6469497680664
13149,DTE,2022-02-16,115.08000183105467,116.25,1581400,117.11000061035156,116.48999786376952,114.82437896728516
13150,DTE,2022-02-17,115.68000030517578,116.08000183105467,1821000,119.12999725341795,118.5500030517578,116.85492706298828
13151,DTE,2022-02-18,117.98999786376952,117.98999786376952,1840300,120.13999938964844,119.3499984741211,117.64348602294922
13152,DTE,2022-02-22,117.83999633789062,119.72000122070312,977100,120.0999984741211,118.33000183105467,116.63807678222656
13153,DTE,2022-02-23,117.05999755859376,118.37999725341795,989000,118.98999786376952,117.26000213623048,115.5833740234375
13154,DTE,2022-02-24,114.91000366210938,116.5199966430664,1850100,118.1999969482422,117.73999786376952,116.05650329589844
13155,DTE,2022-02-25,119.0500030517578,119.30999755859376,1390300,121.98999786376952,121.9499969482422,120.20630645751952
13156,DTE,2022-02-28,120.06999969482422,120.51000213623048,1642800,122.25,121.58999633789062,119.85144805908205
13157,DTE,2022-03-01,119.18000030517578,121.37999725341795,1438800,122.5,120.0,118.28418731689452
13158,DTE,2022-03-02,119.62000274658205,119.91000366210938,977000,122.7699966430664,122.37000274658205,120.62030792236328
13159,DTE,2022-03-03,122.51000213623048,122.51000213623048,1161900,126.0500030517578,125.20999908447266,123.4197006225586
13160,DTE,2022-03-04,124.36000061035156,124.36000061035156,860600,128.0399932861328,127.87999725341795,126.05152130126952
13161,DTE,2022-03-07,126.12000274658205,127.8499984741211,1212300,128.2899932861328,127.11000061035156,125.29253387451172
13162,DTE,2022-03-08,126.12999725341795,127.61000061035156,1039400,128.24000549316406,126.16999816894533,124.36597442626952
13163,DTE,2022-03-09,124.41000366210938,126.9499969482422,1369000,127.36000061035156,125.02999877929688,123.24227142333984
13164,DTE,2022-03-10,124.16999816894533,124.51000213623048,1283700,127.63999938964844,127.3000030517578,125.47981262207033
13165,DTE,2022-03-11,126.41000366210938,126.6999969482422,1302700,128.11000061035156,126.97000122070312,125.15453338623048
13166,DTE,2022-03-14,125.87999725341795,127.79000091552734,916200,128.6699981689453,126.5199966430664,124.7109603881836
13167,DTE,2022-03-15,126.3499984741211,128.0399932861328,1200200,128.52000427246094,127.76000213623048,125.93324279785156
13168,DTE,2022-03-16,125.29000091552734,127.48999786376952,1403700,128.14999389648438,127.79000091552734,125.96280670166016
