,Symbol,Date,Low,Open,Volume,High,Close,Adjusted Close
12335,BAC,2022-01-14,47.18999862670898,47.52000045776367,72953300,48.22999954223633,47.90999984741211,47.40385437011719
12336,BAC,2022-01-18,46.04999923706055,47.84999847412109,65877400,47.91999816894531,46.2599983215332,45.77128601074219
12337,BAC,2022-01-19,46.34999847412109,48.38999938964844,84451800,48.58000183105469,46.43999862670898,45.94938659667969
12338,BAC,2022-01-20,45.65999984741211,46.68999862670898,46265300,47.04999923706055,45.75,45.26667785644531
12339,BAC,2022-01-21,44.65999984741211,45.56999969482422,71303600,46.02000045776367,44.91999816894531,44.44544219970703
12340,BAC,2022-01-24,42.59000015258789,43.900001525878906,90672700,44.68999862670898,44.54999923706055,44.07935333251953
12341,BAC,2022-01-25,43.83000183105469,44.290000915527344,73555300,45.56999969482422,45.43000030517578,44.95005798339844
12342,BAC,2022-01-26,45.2599983215332,45.77999877929688,63735800,46.459999084472656,45.900001525878906,45.41509246826172
12343,BAC,2022-01-27,45.09000015258789,46.369998931884766,63402400,46.75,45.470001220703125,44.9896354675293
12344,BAC,2022-01-28,44.45000076293945,45.33000183105469,51048300,45.88999938964844,45.869998931884766,45.38540649414063
12345,BAC,2022-01-31,45.220001220703125,45.52000045776367,44793700,46.27000045776367,46.13999938964844,45.65255355834961
12346,BAC,2022-02-01,45.900001525878906,46.209999084472656,40326600,47.09999847412109,46.93999862670898,46.4441032409668
12347,BAC,2022-02-02,46.29999923706055,46.720001220703125,41125600,46.959999084472656,46.88999938964844,46.394630432128906
12348,BAC,2022-02-03,46.34999847412109,47.220001220703125,35879900,47.290000915527344,46.43000030517578,45.939491271972656
12349,BAC,2022-02-04,46.68000030517578,47.08000183105469,60297100,48.68999862670898,48.27999877929688,47.76994323730469
12350,BAC,2022-02-07,47.9900016784668,48.560001373291016,44824800,48.7599983215332,48.5099983215332,47.99751663208008
12351,BAC,2022-02-08,48.93999862670898,49.150001525878906,49560500,50.02000045776367,49.380001068115234,48.85832595825195
12352,BAC,2022-02-09,49.02999877929688,49.220001220703125,33861100,49.790000915527344,49.27999877929688,48.75938034057617
12353,BAC,2022-02-10,48.7599983215332,49.68000030517578,47082800,50.11000061035156,49.04999923706055,48.53181076049805
12354,BAC,2022-02-11,47.5,48.630001068115234,61056000,49.43999862670898,47.91999816894531,47.41374969482422
12355,BAC,2022-02-14,46.93999862670898,48.02000045776367,44791900,48.18999862670898,47.41999816894531,46.91902923583984
12356,BAC,2022-02-15,47.56999969482422,48.0,42397600,48.369998931884766,47.790000915527344,47.28512573242188
12357,BAC,2022-02-16,47.310001373291016,47.43999862670898,36664600,48.2400016784668,47.68000030517578,47.17628479003906
12358,BAC,2022-02-17,45.95000076293945,47.0,49442400,47.290000915527344,46.06999969482422,45.58329391479492
12359,BAC,2022-02-18,45.720001220703125,46.06999969482422,37856500,46.540000915527344,45.959999084472656,45.47445297241211
12360,BAC,2022-02-22,45.040000915527344,45.16999816894531,51905600,45.97999954223633,45.560001373291016,45.07868576049805
12361,BAC,2022-02-23,44.56999969482422,45.95000076293945,45704900,46.11000061035156,44.77999877929688,44.306922912597656
12362,BAC,2022-02-24,42.04999923706055,43.0,80484800,43.68000030517578,43.59999847412109,43.13938522338867
