,Symbol,Date,Low,Open,Volume,High,Close,Adjusted Close
6209,AMZN,2022-01-14,159.80050659179688,160.14999389648438,45974000,162.25,162.13800048828125,162.13800048828125
6210,AMZN,2022-01-18,157.6645050048828,159.10499572753906,67292000,159.7344970703125,158.91749572753906,158.91749572753906
6211,AMZN,2022-01-19,156.25,158.76199340820312,53242000,159.25,156.2989959716797,156.2989959716797
6212,AMZN,2022-01-20,151.3509979248047,156.76600646972656,71974000,158.0,151.66749572753906,151.66749572753906
6213,AMZN,2022-01-21,142.07049560546875,149.9499969482422,163972000,150.89999389648438,142.64300537109375,142.64300537109375
6214,AMZN,2022-01-24,135.3520050048828,139.0,155624000,144.94500732421875,144.54400634765625,144.54400634765625
6215,AMZN,2022-01-25,138.14500427246094,142.24249267578125,90824000,143.60000610351562,139.98599243164062,139.98599243164062
6216,AMZN,2022-01-26,137.31849670410156,144.75,95602000,145.18499755859375,138.87249755859375,138.87249755859375
6217,AMZN,2022-01-27,139.35000610351562,140.8000030517578,77516000,144.24349975585938,139.6374969482422,139.6374969482422
6218,AMZN,2022-01-28,137.92950439453125,140.86050415039062,74392000,143.9980010986328,143.97799682617188,143.97799682617188
6219,AMZN,2022-01-31,144.30050659179688,144.75,78308000,150.36050415039062,149.57350158691406,149.57350158691406
6220,AMZN,2022-02-01,147.62750244140625,150.0,59220000,151.70799255371094,151.19349670410156,151.19349670410156
6221,AMZN,2022-02-02,148.86349487304688,155.05050659179688,87330000,155.0749969482422,150.6125030517578,150.6125030517578
6222,AMZN,2022-02-03,138.33299255371094,141.7375030517578,225532000,144.24749755859375,138.8455047607422,138.8455047607422
6223,AMZN,2022-02-04,150.60800170898438,155.60650634765625,253456000,161.1999969482422,157.63949584960938,157.63949584960938
6224,AMZN,2022-02-07,157.25,158.52000427246094,102624000,162.6909942626953,157.9355010986328,157.9355010986328
6225,AMZN,2022-02-08,155.55050659179688,156.75050354003906,76040000,161.79249572753906,161.4134979248047,161.4134979248047
6226,AMZN,2022-02-09,160.25,162.87350463867188,68786000,163.83450317382812,161.1894989013672,161.1894989013672
6227,AMZN,2022-02-10,157.75,158.35000610351562,68268000,160.7165069580078,159.0034942626953,159.0034942626953
6228,AMZN,2022-02-11,152.73399353027344,158.13450622558594,77100000,159.0,153.2935028076172,153.2935028076172
6229,AMZN,2022-02-14,151.64999389648438,151.75100708007812,83230000,158.44850158691406,155.16700744628906,155.16700744628906
6230,AMZN,2022-02-15,154.6374969482422,157.60549926757812,56440000,158.0070037841797,156.510498046875,156.510498046875
6231,AMZN,2022-02-16,154.7344970703125,155.79049682617188,52704000,158.83399963378906,158.10049438476562,158.10049438476562
6232,AMZN,2022-02-17,154.5,158.14599609375,64032000,160.3489990234375,154.65249633789062,154.65249633789062
6233,AMZN,2022-02-18,150.89300537109375,155.49949645996094,63604000,155.49949645996094,152.60150146484375,152.60150146484375
6234,AMZN,2022-02-22,148.48550415039062,150.47850036621094,66128000,152.9824981689453,150.19749450683594,150.19749450683594
6235,AMZN,2022-02-23,144.6510009765625,151.65049743652344,64244000,151.76300048828125,144.82699584960938,144.82699584960938
6236,AMZN,2022-02-24,139.5,139.83749389648438,100786000,151.74899291992188,151.35800170898438,151.35800170898438
6237,AMZN,2022-02-25,149.2135009765625,150.5500030517578,62396000,153.99000549316406,153.7884979248047,153.7884979248047
6238,AMZN,2022-02-28,150.85000610351562,152.4250030517578,57684000,154.4499969482422,153.56300354003906,153.56300354003906
6239,AMZN,2022-03-01,149.9770050048828,152.7324981689453,44874000,154.0989990234375,151.14199829101562,151.14199829101562
6240,AMZN,2022-03-02,148.75,150.8489990234375,47334000,152.99949645996094,152.05250549316406,152.05250549316406
6241,AMZN,2022-03-03,146.8560028076172,153.531494140625,65198000,153.9290008544922,147.89849853515625,147.89849853515625
6242,AMZN,2022-03-04,143.8070068359375,147.15899658203125,60934000,147.85000610351562,145.64100646972656,145.64100646972656
6243,AMZN,2022-03-07,137.41650390625,145.44349670410156,86934000,146.09449768066406,137.4530029296875,137.4530029296875
6244,AMZN,2022-03-08,133.57249450683594,136.68350219726562,91662000,140.69949340820312,136.01449584960938,136.01449584960938
6245,AMZN,2022-03-09,136.8280029296875,139.5,82656000,140.25,139.2790069580078,139.2790069580078
